50,MANA,Decentraland,1.08,2372574819.0,272730041.0
51,BAT,Basic Attention Token,1.54,2298940226.0,434204185.0
52,GRT,The Graph,1.84,2252972966.0,198546780.0
53,COMP,Compound,446.67,2246240822.0,94272080.0
54,LEO,UNUS SED LEO,2.14,2135167887.0,22363669.0
55,OKT,OKExChain,207.27,2072749326.0,43895219.0
56,SUSHI,Sushi,14.27,2063799379.0,173423430.0
57,BTG,Bitcoin Gold,117.46,2057115589.0,116084893.0
58,MKR,Maker,2242.6,2022113099.0,48763927.0
59,_STX,Stacks,1.91,2012107953.0,21480644.0
60,AMP,Amp,0.03,1880902733.0,2862397.0
61,MATIC,Polygon,0.36,1816028597.0,88485883.0
62,ZRX,0x,2.32,1812127956.0,336324687.0
63,STRONG,StrongBlock,182.88,1759777178.0,1612091.0
64,YFI,yearn.finance,46415.93,1700679590.0,200010472.0
65,UMA,UMA,27.41,1645956139.0,72563679.0
66,FEI,Fei Protocol,0.81,1638801854.0,76700981.0
67,NEXO,Nexo,2.91,1629444036.0,6979526.0
68,WAVES,Waves,16.23,1623123540.0,205021487.0
69,ONT,Ontology,1.97,1594644024.0,356121862.0
70,QTUM,Qtum,16.48,1588973111.0,1021632043.0
71,ICX,ICON,2.56,1531179853.0,112938993.0
72,OMI,ECOMI,0.01,1456895784.0,19059601.0
73,_FTT,FTX Token,49.16,1418196405.0,45008620.0
74,OMG,OMG Network,10.03,1407230681.0,444402559.0
75,ONE,Harmony,0.15,1388417548.0,120324352.0
76,DENT,Dent,0.01,1364851780.0,238700806.0
77,TFUEL,Theta Fuel,0.35,1348257151.0,39166447.0
78,KCS,KuCoin Shares,16.73,1340572920.0,174058820.0
79,RENBTC,renBTC,59390.33,1327373810.0,10446984.0
80,_BOT,Bounce Token,2923.29,1273216464.0,7917029.0
81,DGB,DigiByte,0.09,1269381574.0,49579793.0
82,BNT,Bancor,7.05,1262537234.0,57514548.0
83,AR,Arweave,28.19,1235246015.0,227614427.0
84,NPXS,Pundi X,0.01,1213070546.0,556305.0
85,REV,Revain,0.01,1185430102.0,3184539.0
86,SC,Siacoin,0.03,1178061048.0,174419479.0
87,SOL,Solana,26.89,1170458269.0,193158039.0
88,_MASK,Mask Network,18.77,1155028866.0,35157367.0
89,RSR,Reserve Rights,0.09,1147415838.0,204957519.0
90,PUNDIX,Pundi X,4.42,1143412542.0,95827213.0
91,WIN,WINk,0.0,1121236644.0,791085157.0
92,IOST,IOStoken,0.06,1101009781.0,321239489.0
93,ANKR,Ankr Network,0.15,1078879344.0,128486242.0
94,REN,Republic Protocol,1.07,1065844318.0,102065423.0
95,BCHA,Bitcoin Cash ABC,56.91,1064065320.0,354243684.0
96,CHSB,SwissBorg,1.04,1043465224.0,4405832.0
97,RUNE,THORChain,11.57,980887651.0,58224704.0
98,STORJ,Storj,2.47,945277258.0,84888137.0
99,VGX,Voyager Token,4.24,942515153.0,8240549.0
100,XDC,XinFin Coin,0.08,938865615.0,13726666.0
101,RVN,Ravencoin,0.19,926967791.0,157572522.0
102,DODO,DODO,4.24,925386139.0,31942283.0
103,1INCH,1inch,5.68,878366812.0,130219794.0
104,LSK,Lisk,7.25,868280128.0,66883376.0
105,DAI,Dai,1.01,863798797.0,146845658.0
106,SNT,Status,0.22,844820693.0,323991841.0
107,CRV,Curve DAO Token,3.14,841081219.0,171269077.0
108,KNC,Kyber Network,3.92,802808961.0,266567056.0
109,NANO,Nano,5.98,796736403.0,36440337.0
110,FTM,Fantom,0.44,795512334.0,43235560.0
111,FLOW,Flow - Dapper Labs,34.02,792602787.0,42493881.0
112,HYN,Hyperion,0.08,788269786.0,83136.0
113,HNT,Helium,16.74,756044071.0,34558194.0
114,CKB,Nervos Network,0.03,750465439.0,42653876.0
115,BAL,Balancer,51.15,746544364.0,32390374.0
116,MIR,Mirror Protocol,13.9,745939112.0,25529918.0
117,OCEAN,Ocean Protocol,1.75,744349057.0,52821294.0
118,TVK,Terra Virtua Kolect,0.62,738591452.0,12134951.0
119,OGN,Origin Protocol,2.57,724943908.0,102801621.0
120,ZKS,ZKSwap,3.44,711125184.0,5247272.0
121,MCO,Monaco,21.93,692634131.0,7895712.0
122,XVG,Verge,0.04,688206048.0,36312580.0
123,STMX,StormX,0.08,663732319.0,185689584.0
124,LRC,Loopring,0.57,656226554.0,45083938.0
125,GT,Gatechain Token,3.58,630670876.0,22019654.0
126,BCD,Bitcoin Diamond,3.24,605056153.0,43062763.0
127,REP,Augur,53.16,584808094.0,57412739.0
128,ARDR,Ardor,0.57,570553920.0,267296320.0
129,MED,Medibloc,0.19,568610158.0,185987498.0
130,LINA,Linear,0.16,559520887.0,206542347.0
131,CELO,Celo,4.47,556571747.0,13442883.0
132,STEEM,Steem,1.47,547296637.0,123852678.0
133,MAID,MaidSafeCoin,1.19,539817162.0,2356782.0
134,FET,Fetch,0.64,521653164.0,31813974.0
135,KIN,Kin,0.0,519981240.0,3278129.0
136,REEF,Reef Finance,0.04,519948794.0,118599879.0
137,SOLO,Sologenic,1.81,519464843.0,4880740.0
138,WRX,WazirX,3.53,517816572.0,105113890.0
139,_MDX,Mdex,4.09,510919836.0,60145723.0
140,GALA,Gala,0.03,506399562.0,320423.0
141,EWT,Energy Web Token,16.65,500669005.0,3172023.0
142,WAXP,WAX,0.26,489893301.0,28425022.0
143,QNT,Quant,39.38,475436065.0,3668541.0
144,ETN,Electroneum,0.03,470244763.0,1667016.0
145,KMD,Komodo,4.06,469594069.0,73301562.0
146,SXP,Swipe,5.38,466470571.0,422002306.0
147,AGI,SingularityNET,0.48,458969241.0,7932000.0
148,SKL,SKALE,0.69,455938162.0,73472325.0
149,SAND,The Sandbox,0.65,446020279.0,46035417.0
150,SWAP,Trustswap,4.59,439826478.0,6027160.0
151,FUN,FunFair,0.04,439162970.0,15096035.0
152,BAND,Band Protocol,17.02,436413442.0,81281643.0
153,ZEN,Horizen ,76.59,435272659.0,36153896.0
154,VTHO,VeThor Token,0.02,426292129.0,104771758.0
155,LAMB,Lambda,0.12,422481219.0,56015784.0
156,POLY,Polymath Network,0.58,417625028.0,28015611.0
157,CVC,Civic,0.62,417267508.0,51438143.0
158,BTCST,BTC Standard Hashrate Token,58.22,415164921.0,51037164.0
159,RFOX,RedFOX Labs,0.32,413461631.0,3626622.0
160,NMR,Numeraire,72.67,411238778.0,19843349.0
161,AXS,Axie Infinity,7.29,402721527.0,22747209.0
162,ANT,Aragon,11.12,390096976.0,37935062.0
163,WOO,Wootrade Network,0.92,380840616.0,32053151.0
164,CVT,CyberVein,0.35,373020629.0,12353394.0
165,CELR,Celer Network,0.06,361089931.0,49677411.0
166,MTL,Metal,5.38,358306338.0,49925991.0
167,BTS,BitShares,0.13,351457460.0,23873018.0
168,REVV,REVV,0.38,341587541.0,4550707.0
169,ARK,Ark,2.96,335407899.0,29628549.0
170,KEEP,Keep Network,0.74,335195323.0,3620726.0
171,NKN,New Kind of Network,0.95,333031423.0,365309851.0
172,BADGER,Badger DAO,41.16,327258565.0,16198074.0
173,MATH,MATH,2.52,320631831.0,124278.0
174,SFP,SafePal,2.93,317008869.0,28095814.0
175,_SUPER,SuperFarm,3.13,314753573.0,98851901.0
176,POWR,Power Ledger,0.61,312317385.0,46968481.0
177,UBT,Unibright,2.09,312255854.0,2625701.0
178,ELF,aelf,0.57,310233860.0,248690079.0
179,_BTM,Bytom,0.19,310188439.0,19082319.0
180,TUSD,True USD,1.0,306284693.0,129840871.0
181,AUDIO,Audius,2.22,306095005.0,21396645.0
182,HTR,Hathor,1.58,294143080.0,4308174.0
183,RPL,Rocket Pool,18.1,291248652.0,2565856.0
184,GNT,Golem,0.57,290446600.0,396268.0
185,IQ,Everipedia,0.03,284158220.0,29905948.0
186,RIF,RIF Token,0.39,283294203.0,14120027.0
187,UTK,UTRUST,0.63,283021723.0,19052122.0
188,KOBE,Shabu shabu,6.96,281990528.0,567236.0
189,POLS,Polkastarter,4.42,281623976.0,24159978.0
190,TRAC,OriginTrail,0.78,281548936.0,2448360.0
191,VLX,Velas,0.2,280444012.0,16464666.0
192,TEL,Telcoin,0.01,280255796.0,6863069.0
193,ROSE,Oasis Network,0.19,278080957.0,19845687.0
194,ALPHA,Alpha Finance,1.6,278045656.0,99862973.0
195,PRQ,PARSIQ,2.49,277896260.0,3011180.0
196,HNS,Handshake,0.75,277546960.0,2479213.0
197,HIVE,Hive,0.73,272406970.0,44812706.0
198,AMPL,Ampleforth,0.97,270906802.0,3486610.0
199,TWT,Trust Wallet Token,0.77,267478188.0,21418509.0
200,SYS,Syscoin,0.43,264525441.0,4048155.0
201,RNDR,Render Token,1.71,263827659.0,858091.0
202,_EDG,Edgeware,0.04,263809659.0,2162766.0
203,GNO,Gnosis,173.69,261336763.0,420425.0
204,_ANC,Anchor Protocol,5.19,259398028.0,3918929.0
205,RAY,Raydium,11.7,256938271.0,16142858.0
206,STRAX,Stratis,2.55,255373327.0,9976518.0
207,MFT,Hifi Finance,0.02,249829576.0,35069823.0
208,TKO,Tokocrypto,2.28,246840431.0,38758361.0
209,AKT,Akash Network,7.0,246497987.0,1490724.0
210,NEAR,NEAR Protocol,7.11,246496702.0,92546639.0
211,DNT,district0x,0.3,244718959.0,9700016.0
212,NOIA,Syntropy,0.75,242614010.0,2282113.0
213,XOR,Sora,704.25,242027019.0,15559997.0
214,AION,Aion,0.52,241253954.0,60527578.0
215,WAN,Wanchain,2.27,241039298.0,101890678.0
216,BOND,BarnBridge,42.97,238514832.0,1077001.0
217,COTI,COTI,0.35,236480985.0,39314140.0
218,SRM,Serum,7.36,228154100.0,124835196.0
219,XVS,Venus,61.58,227858708.0,30528443.0
220,KAVA,Kava,7.69,226270732.0,65931698.0
221,NU,NuCypher,0.58,226254769.0,9979095.0
222,INJ,Injective Protocol,13.95,223962983.0,24385582.0
223,PPT,Populous,4.55,223305301.0,8515533.0
224,PERP,Perpetual Protocol,7.68,222967155.0,2396435.0
225,LYXE,LUKSO Token,14.78,220885239.0,4847670.0
226,LEND,Aave,3.65,220054507.0,34920.0
227,JST,JUST,0.15,219322465.0,199421751.0
228,ALICE,My Neighbor Alice,12.46,216772169.0,56098645.0
229,TOMO,TomoChain,3.3,212904125.0,42818070.0
230,RDD,ReddCoin,0.01,210810131.0,2826598.0
231,_LIT,Litentry,11.69,210402327.0,52213520.0
232,AVA,Travala,5.41,208517433.0,7736229.0
233,LTO,LTO Network,0.76,207793395.0,10278952.0
234,ELA,Elastos,12.95,206721598.0,12109335.0
235,LPT,Livepeer,31.57,205801200.0,2681134.0
236,BTCV,BitcoinV,51.81,205381254.0,284687.0
237,ZCN,0Chain,1.68,204624947.0,840815.0
238,ADX,AdEx,1.76,204224170.0,163606562.0
239,IOTX,IoTeX,0.05,203624261.0,29169676.0
240,PAX,Paxos Standard Token,1.01,202147562.0,37471410.0
241,AKRO,Akropolis,0.07,201824500.0,35344630.0
242,CTSI,Cartesi,0.65,200807164.0,99680862.0
243,RLC,iExec RLC,2.8,197864802.0,8543704.0
244,ROOK,KeeperDAO,368.62,195148073.0,4448108.0
245,BCN,Bytecoin,0.0,193527135.0,262149.0
246,UQC,Uquid Coin,19.24,192415025.0,1786439.0
247,API3,API3,8.53,186108912.0,14738417.0
248,DATA,Streamr DATAcoin,0.2,185727652.0,12525906.0
249,_REV,RChain,0.38,184171464.0,1053754.0
250,RAMP,RAMP,0.83,181857327.0,12868508.0
251,SPI,Shopping.io,184.23,179472169.0,5742492.0
252,QKC,QuarkChain,0.05,179470716.0,122105793.0
253,IGNIS,Ignis,0.23,175376213.0,33960923.0
254,VRA,Verasity,0.05,172057846.0,44016793.0
255,PHA,Phala Network,0.95,168778843.0,18612104.0
256,_ERN,Ethernity Chain,38.22,165881600.0,9503852.0
257,BZRX,bZx Protocol,0.86,165708809.0,32428973.0
258,EXRD,e-Radix,0.15,165433878.0,734328.0
259,POND,Marlin,0.22,165201271.0,26056897.0
260,DDX,DerivaDAO,6.32,164823732.0,51323136.0
261,SHR,ShareRing,0.07,164053225.0,2604123.0
262,XHV,Haven Protocol,20.87,163800307.0,5590531.0
263,VITE,VITE,0.26,162619666.0,44453549.0
264,LON,Tokenlon,7.02,160034326.0,7703691.0
265,REQ,Request Network,0.16,159012559.0,1055905.0
266,GAS,Gas,15.65,158552722.0,54968357.0
267,_OXY,Oxygen,3.15,158103217.0,3100794.0
268,CHR,Chromia,0.36,157973342.0,45862544.0
269,ATRI,Atari,0.43,155818862.0,985958.0
270,MONA,MonaCoin,2.36,155041139.0,14802519.0
271,STAKE,xDAI Stake,29.95,154797081.0,5253615.0
272,PAC,PAC Global,0.01,154773973.0,335924.0
273,BUSD,Binance USD,1.02,154412117.0,3238549086.0
274,MXC,Machine Xchange Coin,0.06,152404405.0,20812158.0
275,ORN,Orion Protocol,17.02,151906678.0,16460891.0
276,WTC,Waltonchain,2.18,151582269.0,20845557.0
277,GRS,Groestlcoin,1.96,151576678.0,132162754.0
278,AUCTION,Bounce,65.53,149351224.0,9539258.0
279,BIFI,Beefy.Finance,1953.23,148445751.0,2774674.0
280,SOLVE,SOLVE,0.38,148000518.0,15921070.0
281,BEAM,BEAM,1.7,145469107.0,221095387.0
282,BEL,Bella Protocol,5.1,145349140.0,21184698.0
283,FIRO,FIRO,12.12,143795422.0,12432799.0
284,_VAI,Vai,0.88,141998334.0,6354892.0
285,ALBT,AllianceBlock,0.83,140193183.0,4282309.0
286,MX,MX Token,1.23,139853624.0,221219634.0
287,RLY,Rally,1.04,139140485.0,1191401.0
288,DEGO,Dego Finance,17.85,138903250.0,30882116.0
289,PIVX,PIVX,2.09,137350643.0,9824228.0
290,DIA,DIA,4.56,136730950.0,32210873.0
291,OM,MANTRA DAO,0.48,136381117.0,31638769.0
292,EASY,EasyFi,31.85,135836830.0,5109409.0
293,APL,Apollo Currency,0.01,135270920.0,7725007.0
294,WOZX,Efforce,1.85,135220693.0,8740716.0
295,DAO,DAO Maker,6.89,134989536.0,3104720.0
296,FRAX,Frax,0.99,133816867.0,929380.0
297,COCOS,Cocos-BCX,1.32,132362299.0,5800965.0
298,TRB,Tellor,76.83,130871523.0,46903463.0
299,FRONT,Frontier,3.48,130398427.0,47906718.0
300,MITH,Mithril,0.15,130183507.0,185615748.0
301,_BLZ,Bluzelle,0.52,129024742.0,5160535.0
302,LOOM,Loom Network,0.21,128804848.0,29434320.0
303,EMC2,Einsteinium,0.58,128235242.0,29341980.0
304,CTK,CertiK,3.46,127340438.0,12952937.0
305,DOCK,Dock,0.13,125771877.0,11261423.0
306,VSYS,V Systems,0.06,124867726.0,9823190.0
307,DF,dForce,0.44,123445244.0,9226431.0
308,MLN,Enzyme,91.96,122780188.0,3172595.0
309,HARD,Hard Protocol,2.25,122583635.0,21763077.0
310,BONDLY,Bondly,0.54,121659503.0,4853326.0
311,YFII,DFI.money,3032.51,120484758.0,51291501.0
312,CHAIN,Chain Games,0.48,118346326.0,2313199.0
313,DX,DxChain Token,0.0,118236652.0,786189.0
314,DSLA,DSLA Protocol,0.02,117889333.0,1707688.0
315,DRGN,Dragonchain,0.27,117352298.0,807681.0
316,FARM,Harvest Finance,227.75,117335180.0,1271056.0
317,NEST,Nest,0.06,116852486.0,20766313.0
318,TRU,TrueFi,0.48,116009171.0,5926303.0
319,RGT,Rari Governance Token,13.25,115480829.0,3956940.0
320,VSP,Vesper Finance,45.12,114020538.0,7226761.0
321,NWC,Newscrypto Coin,0.73,113814951.0,1569819.0
322,NRG,Energi,4.09,109917078.0,4826736.0
323,DCN,Dentacoin,0.0,109191489.0,10535.0
324,GET,GET Protocol,6.63,108754103.0,588757.0
325,HXRO,Hxro,0.43,107093351.0,176633.0
326,MITX,Morpheus Labs,0.15,106683598.0,3360484.0
327,RARI,Rarible,29.25,104247438.0,5299322.0
328,LOC,LockTrip,6.31,104233438.0,103700.0
329,WICC,WaykiChain,0.55,104108654.0,1455679.0
330,IDEX,IDEX,0.18,103737958.0,7804851.0
331,VXV,Vectorspace AI,2.06,102863841.0,294850.0
332,MRPH,Morpheus Network,2.76,102738497.0,1810206.0
333,FRM,Ferrum Network,0.88,101938403.0,3727095.0
334,HEGIC,Hegic,0.24,101157589.0,3044757.0
335,NULS,Nuls,1.37,101043632.0,25285717.0
336,GTO,Gifto,0.13,100157340.0,119321409.0
337,CREAM,Creamcoin,145.23,99624436.0,2397408.0
338,PNT,pNetwork,2.52,98802395.0,19276152.0
339,CND,Cindicator,0.05,98154475.0,733390.0
340,NXT,Nxt,0.1,96609100.0,4616477.0
341,LOKI,Oxen,1.82,96418897.0,475884.0
342,AE,Aeternity,0.25,95983181.0,11288039.0
343,MBL,MovieBloc,0.03,94362008.0,112553563.0
344,NIM,Nimiq,0.01,92139707.0,1068407.0
345,RCN,Ripio Credit Network,0.18,91865736.0,3442352.0
346,SLT,Smartlands,17.95,91547394.0,1095177.0
347,RDN,Raiden Network Token,1.36,90984671.0,13836001.0
348,WNXM,Wrapped NXM,58.47,90506292.0,136327120.0
349,BMI,Bridge Mutual,2.39,89379995.0,1753770.0
350,RING,Darwinia Network Native Token,0.2,89248686.0,2337318.0
351,FIO,FIO Protocol,0.41,88311814.0,18108622.0
352,AST,AirSwap,0.51,88057076.0,6298542.0
353,MAPS,MAPS,1.41,87863597.0,640874.0
354,SUKU,SUKU,0.76,87761570.0,1325942.0
355,ZEE,ZeroSwap,2.24,87177942.0,9302153.0
356,QSP,Quantstamp,0.12,86969553.0,2341832.0
357,ERG,Ergo,2.67,85488312.0,516921.0
358,_HC,HCash,1.86,83763688.0,6457151.0
359,LPOOL,Launchpool,25.8,83539457.0,2632570.0
360,IRIS,IRISnet,0.22,83480604.0,26875316.0
361,PPAY,Plasma Finance,0.31,83237460.0,1598407.0
362,GRIN,Grin,1.27,80185850.0,20270417.0
363,GXC,GXChain,1.32,79444719.0,23786851.0
364,NEBL,Neblio,4.47,79285096.0,26871982.0
365,FSN,Fusion,1.38,78957596.0,1543995.0
366,FXS,Frax Share,7.9,78821667.0,4072963.0
367,DUCK,Unit Protocol New,0.37,78437540.0,3135000.0
368,UPP,Sentinel Protocol,0.24,78399286.0,18490972.0
369,TBTC,tBTC,60378.17,77887843.0,160679.0
370,ARMOR,ARMOR,1.15,77841020.0,651429.0
371,ELG,Escoin Token,1.24,77794967.0,567358.0
372,BAO,Bao Finance,0.0,77198292.0,5076073.0
373,TT,Thunder Token,0.03,76539358.0,54019455.0
374,__FOR,ForTube,0.13,75946755.0,42783829.0
375,_BDP,Big Data Protocol,3.16,75659438.0,1456550.0
376,KYL,Kylin Network,0.92,75307334.0,4155453.0
377,NFTX,NFTX,159.14,74544011.0,757530.0
378,BOR,BoringDAO,866.03,73814188.0,2061620.0
379,SOUL,Phantasma,0.73,72874022.0,573129.0
380,DIVI,Divi,0.06,72736245.0,258297.0
381,TORN,Tornado Cash,130.23,71910995.0,1038373.0
382,JUP,Jupiter,0.07,71897513.0,3582364.0
383,PNK,Kleros,0.12,71114354.0,2936005.0
384,MEME,Degenerator,2785.0,71028571.0,766662.0
385,XRT,Robonomics Network,72.83,70865894.0,3288174.0
386,WABI,WaBi,0.71,70495096.0,4410114.0
387,DEXE,DeXe,24.25,70167334.0,477359.0
388,GVT,Genesis Vision,15.81,70135524.0,6975627.0
389,DEXT,DEXTool,0.71,69315280.0,1247473.0
390,PRO,Propy,0.88,68808872.0,1298204.0
391,_SHA,Safe Haven,0.02,68641114.0,10519227.0
392,VIDT,V-ID,1.22,68631535.0,3174235.0
393,MTA,Meta,2.92,68356219.0,2274633.0
394,MDT,Measurable Data Token,0.11,68296542.0,103699293.0
395,JULD,JulSwap,0.18,68216656.0,868075.0
396,TCT,TokenClub,0.07,67946454.0,21907561.0
397,AQT,Alpha Quark Token,9.67,67619872.0,70901166.0
398,VAL,SORA Validator Token,1.95,66251991.0,2370994.0
399,BFT,BnkToTheFuture,0.09,65381697.0,1417590.0
400,UNFI,Unifi Protocol DAO,26.68,65369100.0,27264930.0
401,KEY,Selfkey,0.02,65172721.0,24801229.0
402,_YLD,YIELD App,0.68,65098465.0,1302980.0
403,TRAT,Tratok,0.02,64750888.0,953.0
404,BAX,BABB,0.0,64673414.0,3616914.0
405,HYDRA,Hydrachain,32.79,64658256.0,2440267.0
406,AIOZ,AIOZ Network,1.69,64618579.0,6104213.0
407,BOA,BOSAGORA,0.39,64554719.0,1128924.0
408,DAG,Constellation,0.08,64367175.0,4540820.0
409,_SBD,Steem Dollars,8.72,63423193.0,33651.0
410,_PAI,Project Pai,0.04,63236647.0,2725061.0
411,KDA,Kadena,1.47,62960014.0,1656846.0
412,NAV,NAV Coin,0.94,62304164.0,2620195.0
413,ZAP,Zap,0.24,62202268.0,2750725.0
414,UFT,UniLend Finance,2.43,61993207.0,4075633.0
415,CAS,Cashaa,0.07,61034195.0,284885.0
416,PERL,Perlin,0.21,60738974.0,18363032.0
417,BIX,Bibox Token,0.29,60701926.0,33486200.0
418,FXF,Finxflo,0.89,59721681.0,1819031.0
419,FILDA,Filda,1.42,59552301.0,1586226.0
420,KAN,BitKan,0.01,59507783.0,2281199.0
421,NAS,Nebulas Token,1.3,59376660.0,12436111.0
422,FIDA,Bonfida,2.28,59191627.0,2111906.0
423,SNTVT,Sentivate,0.02,58926603.0,517296.0
424,VIA,Viacoin,2.54,58740375.0,16811289.0
425,LBC,LBRY Credits,0.25,58653022.0,795837.0
426,YOP,Yield Optimization Platform,2.65,58615460.0,538972.0
427,NEX,Nash Exchange,1.6,57876081.0,154264.0
428,INDEX,Index Cooperative,38.26,56939913.0,360325.0
429,HUNT,HUNT,0.48,56896611.0,69865.0
430,TIDAL,Tidal Finance,0.03,56835665.0,4224609.0
431,CLO,Callisto Network,0.02,56475948.0,728309.0
432,NCASH,Nucleus Vision,0.01,56342330.0,1567340.0
433,UMB,Umbrella Network,1.3,55960641.0,1616922.0
434,SWFTC,SwftCoin,0.01,55857263.0,24422723.0
435,LAYER,UniLayer,2.76,55224354.0,7818749.0
436,SKEY,SmartKey,0.28,55084801.0,808364.0
437,SOC,All Sports,0.04,54882833.0,18042032.0
438,CORE, cVault.finance,5477.39,54773927.0,716197.0
439,QASH,QASH,0.16,54273709.0,1016989.0
440,VALUE,Value Liquidity,7.69,53869717.0,12680771.0
441,OXT,Orchid,0.82,53823091.0,43640581.0
442,DBC,DeepBrain Chain,0.02,53068826.0,1599580.0
443,BIP,Minter,0.02,52936194.0,872407.0
444,GHST,Aavegotchi,1.28,52888095.0,28051966.0
445,MHC,MetaHash,0.04,52481992.0,2716487.0
446,TRTL,TurtleCoin,0.0,52476234.0,2202219.0
447,CNNS,CNNS,0.01,52411330.0,940198.0
448,MATTER,AntiMatter,5.17,52241704.0,5790791.0
449,RUFF,Ruff,0.03,51995789.0,24060572.0
450,EDR,Endor Protocol,0.07,51364607.0,1156413.0
451,AUTO,Auto,3851.06,51134395.0,11332353.0
452,TROY,Troy,0.03,50995893.0,9761944.0
453,ALEPH,Aleph.im,0.62,50898626.0,1167137.0
454,SENT,Sentinel,0.03,50596003.0,427035.0
455,CVP,PowerPool Concentrated Voting Power,3.74,50014753.0,6671945.0
456,UNN,UNION Protocol Governance Token,0.08,49248040.0,1762193.0
457,PAXG,PAX Gold,1760.13,49100519.0,3858539.0
458,LYM,Lympo,0.05,48744304.0,490659.0
459,XED,Exeedme,0.88,48538518.0,822982.0
460,PROM,Prometeus,12.45,47949137.0,456142.0
461,AERGO,Aergo,0.46,47946026.0,76039627.0
462,OVR,Ovr,1.87,47318163.0,1982495.0
463,BSCPAD,BSCPAD,5.28,46639341.0,17734498.0
464,MCB,MCDex,21.89,46351178.0,265036.0
465,GO,GoChain,0.06,45957899.0,3546241.0
466,OPIUM,Opium,7.66,45736994.0,105545.0
467,KP3R,Keep3rV1,227.79,45560651.0,2521745.0
468,GARD,Hashgard,0.0,45010338.0,171808.0
469,UOS,Ultra,0.57,43832262.0,875611.0
470,YAM,YAM,3.59,43070514.0,749415.0
471,LCX,LCX,0.07,42984853.0,411460.0
472,KAI,KardiaChain,0.14,42722256.0,6943914.0
473,NSBT,Neutrino System Base Token,22.91,42064022.0,87462.0
474,DGD,DigixDAO,413.25,42003541.0,151218.0
475,SMART,SmartCash,0.02,41675504.0,2296414.0
476,CRPT,Crypterium,0.47,41382506.0,188767.0
477,DHT,dHedge DAO,4.15,41324288.0,1974408.0
478,_MPH,88mph,114.66,41224359.0,1548474.0
479,OPCT,Opacity,0.33,41164491.0,441545.0
480,_INV,Inverse Finance,998.06,41150143.0,1442455.0
481,APY,APY.Finance,1.66,41123425.0,2605210.0
482,XSN,StakeNet,0.48,40949680.0,258580.0
483,CUDOS,Cudos,0.06,40930910.0,1434525.0
484,DIGG,DIGG,41934.57,40592660.0,728453.0
485,VTC,Vertcoin,0.68,40480850.0,271791.0
486,PRE,Presearch,0.1,40337797.0,215142.0
487,SWTH,Switcheo,0.08,40100048.0,1143672.0
